0.000000e+00	0.000000e+00	
1.000000e-05	0.000000e+00	
2.000000e-05	0.000000e+00	
3.000000e-05	0.000000e+00	
4.000000e-05	0.000000e+00	
5.000000e-05	0.000000e+00	
6.000000e-05	0.000000e+00	
7.000000e-05	0.000000e+00	
8.000000e-05	0.000000e+00	
9.000000e-05	0.000000e+00	
1.000000e-04	0.000000e+00	
1.100000e-04	0.000000e+00	
1.200000e-04	0.000000e+00	
1.300000e-04	0.000000e+00	
1.400000e-04	0.000000e+00	
1.500000e-04	0.000000e+00	
1.600000e-04	0.000000e+00	
1.700000e-04	0.000000e+00	
1.800000e-04	0.000000e+00	
1.900000e-04	0.000000e+00	
2.000000e-04	0.000000e+00	
2.100000e-04	0.000000e+00	
2.200000e-04	0.000000e+00	
2.300000e-04	0.000000e+00	
2.400000e-04	0.000000e+00	
2.500000e-04	0.000000e+00	
2.600000e-04	0.000000e+00	
2.700000e-04	0.000000e+00	
2.800000e-04	0.000000e+00	
2.900000e-04	0.000000e+00	
3.000000e-04	0.000000e+00	
3.100000e-04	0.000000e+00	
3.200000e-04	0.000000e+00	
3.300000e-04	0.000000e+00	
3.400000e-04	0.000000e+00	
3.500000e-04	0.000000e+00	
3.600000e-04	0.000000e+00	
3.700000e-04	0.000000e+00	
3.800000e-04	0.000000e+00	
3.900000e-04	0.000000e+00	
4.000000e-04	-2.760256e-136	
4.100000e-04	-2.715605e-133	
4.200000e-04	3.352251e-131	
4.300000e-04	-2.882830e-130	
4.400000e-04	-8.434231e-129	
4.500000e-04	-1.405402e-128	
4.600000e-04	6.513355e-127	
4.700000e-04	5.388280e-126	
4.800000e-04	1.522685e-126	
4.900000e-04	-2.343184e-124	
5.000000e-04	-1.614594e-123	
5.100000e-04	-2.168661e-123	
5.200000e-04	4.186224e-122	
5.300000e-04	3.870101e-121	
5.400000e-04	1.747801e-120	
5.500000e-04	3.375630e-120	
5.600000e-04	-1.394883e-119	
5.700000e-04	-1.635437e-118	
5.800000e-04	-8.630787e-118	
5.900000e-04	-3.063979e-117	
6.000000e-04	-6.989680e-117	
6.100000e-04	-2.509494e-117	
6.200000e-04	6.991122e-116	
6.300000e-04	4.320842e-115	
6.400000e-04	1.695596e-114	
6.500000e-04	5.046919e-114	
6.600000e-04	1.134142e-113	
6.700000e-04	1.537247e-113	
6.800000e-04	-1.453095e-113	
6.900000e-04	-1.913833e-112	
7.000000e-04	-8.250691e-112	
7.100000e-04	-2.594968e-111	
7.200000e-04	-6.618703e-111	
7.300000e-04	-1.377102e-110	
7.400000e-04	-2.145580e-110	
7.500000e-04	-1.384200e-110	
7.600000e-04	6.157035e-110	
7.700000e-04	3.403484e-109	
7.800000e-04	1.114219e-108	
7.900000e-04	2.904697e-108	
8.000000e-04	6.423835e-108	
8.100000e-04	1.211039e-107	
8.200000e-04	1.855506e-107	
8.300000e-04	1.854519e-107	
8.400000e-04	-9.212825e-108	
8.500000e-04	-1.148789e-106	
8.600000e-04	-3.994392e-106	
8.700000e-04	-1.038486e-105	
8.800000e-04	-2.287198e-105	
8.900000e-04	-4.414551e-105	
9.000000e-04	-7.459762e-105	
9.100000e-04	-1.062183e-104	
9.200000e-04	-1.099505e-104	
9.300000e-04	-1.295686e-105	
9.400000e-04	3.369956e-104	
9.500000e-04	1.218439e-103	
9.600000e-04	3.081070e-103	
9.700000e-04	6.550802e-103	
9.800000e-04	1.231371e-102	
9.900000e-04	2.072975e-102	
1.000000e-03	3.093646e-102	
1.010000e-03	3.910609e-102	
1.020000e-03	3.546557e-102	
1.030000e-03	-2.238551e-104	
1.040000e-03	-1.046251e-101	
1.050000e-03	-3.371291e-101	
1.060000e-03	-7.834715e-101	
1.070000e-03	-1.550344e-100	
1.080000e-03	-2.739738e-100	
1.090000e-03	-4.385241e-100	
1.100000e-03	-6.325351e-100	
1.110000e-03	-7.983547e-100	
1.120000e-03	-8.026496e-100	
1.130000e-03	-3.888817e-100	
1.140000e-03	8.801474e-100	
1.150000e-03	3.677090e-99	
1.160000e-03	8.933718e-99	
1.170000e-03	1.778055e-98	
1.180000e-03	3.131571e-98	
1.190000e-03	5.007500e-98	
1.200000e-03	7.303377e-98	
1.210000e-03	9.594491e-98	
1.220000e-03	1.088353e-97	
1.230000e-03	9.258996e-98	
1.240000e-03	1.481496e-98	
1.250000e-03	-1.743293e-97	
1.260000e-03	-5.447948e-97	
1.270000e-03	-1.185018e-96	
1.280000e-03	-2.191459e-96	
1.290000e-03	-3.642605e-96	
1.300000e-03	-5.548387e-96	
1.310000e-03	-7.763974e-96	
1.320000e-03	-9.856337e-96	
1.330000e-03	-1.091439e-95	
1.340000e-03	-9.301426e-96	
1.350000e-03	-2.365035e-96	
1.360000e-03	1.385087e-95	
1.370000e-03	4.480111e-95	
1.380000e-03	9.738285e-95	
1.390000e-03	1.793783e-94	
1.400000e-03	2.980346e-94	
1.410000e-03	4.572932e-94	
1.420000e-03	6.530644e-94	
1.430000e-03	8.658684e-94	
1.440000e-03	1.050197e-93	
1.450000e-03	1.120170e-93	
1.460000e-03	9.316046e-94	
1.470000e-03	2.615954e-94	
1.480000e-03	-1.211634e-93	
1.490000e-03	-3.923389e-93	
1.500000e-03	-8.422986e-93	
1.510000e-03	-1.534679e-92	
1.520000e-03	-2.534502e-92	
1.530000e-03	-3.893711e-92	
1.540000e-03	-5.626435e-92	
1.550000e-03	-7.670338e-92	
1.560000e-03	-9.830261e-92	
1.570000e-03	-1.170085e-91	
1.580000e-03	-1.256638e-91	
1.590000e-03	-1.127911e-91	
1.600000e-03	-6.122772e-92	
1.610000e-03	5.323832e-92	
1.620000e-03	2.629636e-91	
1.630000e-03	6.088458e-91	
1.640000e-03	1.139383e-90	
1.650000e-03	1.907504e-90	
